,0,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews
15939,1222680,20,8,Very Positive,21406,4022,25428
15940,1103860,20,8,Very Positive,174,36,210
15941,1262240,11,6,Mostly Positive,1406,381,1787
15942,1262600,15,6,Mostly Positive,1098,351,1449
15943,1262540,20,5,Mixed,2338,1170,3508
15944,1225560,10,8,Very Positive,812,105,917
15945,1225590,2,8,Very Positive,351,84,435
15946,1225580,2,8,Very Positive,121,25,146
15947,1222690,20,6,Mostly Positive,4289,1318,5607
15948,1225570,18,8,Very Positive,913,205,1118
15949,1238080,20,5,Mixed,1337,836,2173
15950,1279810,7,0,7 user reviews,7,0,7
15951,1243320,7,0,7 user reviews,2,5,7
15952,1233570,20,8,Very Positive,3132,648,3780
15953,1308660,0,0,No user reviews,0,0,0
15954,1280970,7,0,7 user reviews,7,0,7
15955,1325960,1,0,5 user reviews,0,5,5
15956,1200090,1,0,1 user reviews,1,0,1
15957,1077520,5,8,Very Positive,169,30,199
15958,1312570,0,0,No user reviews,0,0,0
15959,1178400,1,6,Mostly Positive,84,31,115
15960,1250790,0,0,No user reviews,0,0,0
15961,1300570,4,0,4 user reviews,1,3,4
15962,1305380,10,6,Mostly Positive,7,3,10
15963,1277320,4,0,4 user reviews,2,2,4
15964,1231120,2,0,2 user reviews,2,0,2
15965,1307250,4,0,4 user reviews,3,1,4
15966,1273520,20,7,Positive,20,5,25
15967,661200,7,0,7 user reviews,7,0,7
15968,1291370,4,0,4 user reviews,4,0,4
15969,1281980,3,0,3 user reviews,1,2,3
15970,1302990,20,8,Very Positive,168,1,169
15971,814560,1,0,1 user reviews,1,0,1
15972,1172620,20,8,Very Positive,88075,8334,96409
15973,1323410,0,0,No user reviews,0,0,0
15974,1322270,17,5,Mixed,10,7,17
15975,1308410,0,0,No user reviews,0,0,0
15976,1308920,1,0,1 user reviews,0,1,1
15977,1320940,1,0,1 user reviews,0,1,1
15978,969340,4,0,4 user reviews,4,0,4
15979,1305610,0,0,No user reviews,0,0,0
15980,1039060,1,0,1 user reviews,0,1,1
15981,1312470,2,0,2 user reviews,2,0,2
15982,1314600,1,0,1 user reviews,0,1,1
15983,1272130,1,5,Mixed,25,13,38
15984,1316520,0,0,No user reviews,0,0,0
15985,1187600,20,7,Positive,31,5,36
15986,1296480,1,0,1 user reviews,1,0,1
15987,1319260,0,0,No user reviews,0,0,0
15988,1312990,1,6,Mostly Positive,29,10,39
15989,1313150,2,0,2 user reviews,1,1,2
15990,1113370,0,0,No user reviews,0,0,0
15991,1313400,3,0,3 user reviews,2,1,3
15992,1322280,3,0,3 user reviews,1,2,3
15993,1032450,4,0,4 user reviews,4,0,4
15994,1280070,0,0,No user reviews,0,0,0
15995,1296260,1,6,Mostly Positive,18,5,23
15996,1278860,2,0,2 user reviews,1,1,2
15997,1271300,20,7,Positive,27,0,27
15998,1316830,15,7,Positive,12,3,15
15999,1316280,0,0,No user reviews,0,0,0
16000,1281200,1,8,Very Positive,151,14,165
16001,1263680,5,0,5 user reviews,4,1,5
16002,1295670,0,0,No user reviews,0,0,0
16003,1054510,4,8,Very Positive,880,115,995
16004,1314840,0,0,No user reviews,0,0,0
16005,1310350,0,0,No user reviews,0,0,0
16006,754050,0,0,No user reviews,0,0,0
16007,1304120,2,0,2 user reviews,2,0,2
16008,1304390,0,0,No user reviews,0,0,0
16009,1224720,3,0,3 user reviews,0,3,3
16010,1286950,4,0,4 user reviews,3,1,4
16011,1286650,0,0,No user reviews,0,0,0
16012,1146120,1,0,1 user reviews,0,1,1
16013,1319270,1,0,1 user reviews,1,0,1
16014,771970,0,0,No user reviews,0,0,0
16015,1271750,1,7,Positive,45,4,49
16016,1287800,0,0,No user reviews,0,0,0
16017,1244530,12,7,Positive,11,1,12
16018,1310620,0,0,No user reviews,0,0,0
16019,1311210,0,0,No user reviews,0,0,0
16020,1310790,0,0,No user reviews,0,0,0
16021,1322540,3,0,3 user reviews,3,0,3
16022,1177110,20,7,Positive,20,3,23
16023,1195020,1,6,Mostly Positive,87,23,110
16024,1228490,3,0,3 user reviews,3,0,3
16025,945140,20,5,Mixed,20,13,33
16026,1263130,9,0,9 user reviews,3,6,9
16027,440640,20,7,Positive,19,3,22
16028,1301990,0,0,No user reviews,0,0,0
16029,1282830,0,0,No user reviews,0,0,0
16030,636970,1,8,Very Positive,564,126,690
16031,1287970,1,0,1 user reviews,1,0,1
16032,1273060,1,0,1 user reviews,1,0,1
16033,1289010,0,0,No user reviews,0,0,0
16034,1322260,11,6,Mostly Positive,8,3,11
16035,1164990,2,0,2 user reviews,0,2,2
16036,1336440,3,0,3 user reviews,3,0,3
16037,1301220,0,0,No user reviews,0,0,0
16038,1208220,12,7,Positive,10,2,12
16039,1299680,0,0,No user reviews,0,0,0
16040,1247460,2,0,2 user reviews,2,0,2
16041,1167490,0,0,No user reviews,0,0,0
16042,1212020,3,8,Very Positive,229,53,282
16043,1155660,1,7,Positive,27,5,32
16044,1313530,20,6,Mostly Positive,30,10,40
16045,1300190,20,5,Mixed,13,7,20
16046,1293230,7,8,Very Positive,877,82,959
16047,1318870,4,0,4 user reviews,4,0,4
16048,1332210,0,0,No user reviews,0,0,0
16049,1318530,0,0,No user reviews,0,0,0
16050,1287000,20,5,Mixed,21,11,32
16051,1321520,0,0,No user reviews,0,0,0
16052,915320,0,0,No user reviews,0,0,0
16053,1260960,0,0,No user reviews,0,0,0
16054,1215180,20,5,Mixed,59,68,127
16055,1252650,4,0,4 user reviews,3,1,4
16056,1123610,6,0,6 user reviews,2,4,6
16057,1318420,0,0,No user reviews,0,0,0
16058,1099450,12,5,Mixed,5,7,12
16059,810360,9,0,9 user reviews,6,3,9
16060,1303000,2,0,2 user reviews,1,1,2
16061,762560,0,0,No user reviews,0,0,0
16062,1314670,0,0,No user reviews,0,0,0
16063,1234700,10,7,Positive,9,1,10
16064,1303420,2,0,2 user reviews,2,0,2
16065,1315860,1,7,Positive,13,1,14
16066,1080490,0,0,No user reviews,0,0,0
16067,1300160,16,6,Mostly Positive,12,4,16
16068,1307450,6,0,6 user reviews,5,1,6
16069,1279380,20,7,Positive,23,1,24
16070,1259840,1,8,Very Positive,456,50,506
16071,1283140,0,0,No user reviews,0,0,0
16072,1298280,13,7,Positive,13,0,13
16073,1307900,7,0,7 user reviews,5,2,7
16074,1078280,1,8,Very Positive,87,6,93
16075,1307490,0,0,No user reviews,0,0,0
16076,1055960,1,0,1 user reviews,1,0,1
16077,1315900,2,0,2 user reviews,2,0,2
16078,1290040,1,0,1 user reviews,1,0,1
16079,1309730,0,0,No user reviews,0,0,0
16080,1303930,0,0,No user reviews,0,0,0
16081,1281990,0,0,No user reviews,0,0,0
16082,1221230,1,7,Positive,14,2,16
16083,1234190,20,8,Very Positive,194,32,226
16084,935980,20,5,Mixed,12,14,26
16085,1040860,6,0,6 user reviews,3,3,6
16086,1298340,4,0,4 user reviews,3,1,4
16087,1276590,2,0,2 user reviews,0,2,2
16088,1055210,3,0,3 user reviews,3,0,3
16089,1062160,12,9,Overwhelmingly Positive,3286,128,3414
16090,1291050,13,7,Positive,12,1,13
16091,1146170,2,8,Very Positive,55,11,66
16092,1306990,0,0,No user reviews,0,0,0
16093,610160,1,5,Mixed,54,53,107
16094,1101190,8,5,Mixed,1360,608,1968
16095,1154080,1,8,Very Positive,52,13,65
16096,1051960,1,8,Very Positive,48,6,54
16097,975150,1,5,Mixed,36,17,53
16098,1191630,2,8,Very Positive,556,62,618
16099,1302400,1,0,1 user reviews,1,0,1
16100,1187330,20,8,Very Positive,103,16,119
16101,1219060,0,0,No user reviews,0,0,0
16102,715380,1,6,Mostly Positive,128,49,177
16103,1166350,2,0,2 user reviews,0,2,2
16104,1313640,4,0,4 user reviews,4,0,4
16105,1011290,1,8,Very Positive,114,13,127
16106,1318980,0,0,No user reviews,0,0,0
16107,1315370,1,0,1 user reviews,0,1,1
16108,1271620,5,0,5 user reviews,3,2,5
16109,1272680,1,0,8 user reviews,3,5,8
16110,1308130,12,4,Mostly Negative,3,9,12
16111,1294360,0,0,No user reviews,0,0,0
16112,1318210,0,0,No user reviews,0,0,0
16113,1033640,15,4,Mostly Negative,4,11,15
16114,1314930,20,6,Mostly Positive,30,8,38
16115,1260930,1,0,1 user reviews,0,1,1
16116,1198400,15,7,Positive,15,0,15
16117,1283790,1,0,1 user reviews,0,1,1
16118,1296190,0,0,No user reviews,0,0,0
16119,894430,9,0,9 user reviews,9,0,9
16120,835650,3,6,Mostly Positive,159,44,203
16121,1303790,2,0,2 user reviews,2,0,2
16122,1266390,1,0,1 user reviews,1,0,1
16123,694480,16,7,Positive,13,3,16
16124,1125370,4,0,4 user reviews,4,0,4
16125,1280500,11,5,Mixed,5,6,11
16126,1298050,5,0,5 user reviews,4,1,5
16127,1210340,1,0,8 user reviews,8,0,8
16128,1312310,0,0,No user reviews,0,0,0
16129,1306250,0,0,No user reviews,0,0,0
16130,1321110,1,0,1 user reviews,1,0,1
16131,1303440,0,0,No user reviews,0,0,0
16132,1015930,1,5,Mixed,148,139,287
16133,1302440,20,6,Mostly Positive,23,6,29
16134,1062100,0,0,No user reviews,0,0,0
16135,1182470,20,7,Positive,18,2,20
16136,1291990,0,0,No user reviews,0,0,0
16137,1310270,0,0,No user reviews,0,0,0
16138,1311670,1,0,4 user reviews,4,0,4
16139,1191440,2,0,2 user reviews,1,1,2
16140,1217490,0,0,No user reviews,0,0,0
16141,1316200,20,7,Positive,23,1,24
16142,1144800,0,0,No user reviews,0,0,0
16143,1314010,0,0,No user reviews,0,0,0
16144,1309350,2,0,2 user reviews,1,1,2
16145,554980,1,0,6 user reviews,4,2,6
16146,1316290,4,0,4 user reviews,4,0,4
16147,1294170,1,0,1 user reviews,0,1,1
16148,1146660,0,0,No user reviews,0,0,0
16149,1307530,2,0,2 user reviews,2,0,2
16150,1287850,0,0,No user reviews,0,0,0
16151,1243150,1,0,6 user reviews,4,2,6
16152,1228970,2,0,2 user reviews,2,0,2
16153,1301260,1,0,1 user reviews,1,0,1
16154,684800,1,0,1 user reviews,1,0,1
16155,1285160,1,8,Very Positive,144,4,148
16156,1329830,7,0,7 user reviews,6,1,7
16157,1309890,8,0,8 user reviews,4,4,8
16158,1150460,1,8,Very Positive,143,5,148
16159,1299580,0,0,No user reviews,0,0,0
16160,1259300,0,0,No user reviews,0,0,0
16161,1110340,4,0,4 user reviews,3,1,4
16162,1291240,0,0,No user reviews,0,0,0
16163,1257600,6,0,6 user reviews,6,0,6
16164,987810,9,0,9 user reviews,8,1,9
16165,1311650,4,0,4 user reviews,2,2,4
16166,1290550,0,0,No user reviews,0,0,0
16167,1284510,7,0,7 user reviews,4,3,7
16168,1296510,4,8,Very Positive,270,46,316
16169,1304620,19,5,Mixed,8,11,19
16170,1254530,0,0,No user reviews,0,0,0
16171,1308800,0,0,No user reviews,0,0,0
16172,1282510,9,0,9 user reviews,9,0,9
16173,1230650,1,0,6 user reviews,6,0,6
16174,1310590,0,0,No user reviews,0,0,0
16175,431940,1,8,Very Positive,157,27,184
16176,1285180,1,0,6 user reviews,6,0,6
16177,1310050,7,0,7 user reviews,4,3,7
16178,1293820,14,9,Overwhelmingly Positive,865,29,894
16179,1316390,20,8,Very Positive,109,4,113
16180,1293950,0,0,No user reviews,0,0,0
16181,1299820,0,0,No user reviews,0,0,0
16182,1290220,20,8,Very Positive,114,0,114
16183,1288170,0,0,No user reviews,0,0,0
16184,1281100,3,0,3 user reviews,0,3,3
16185,1305730,0,0,No user reviews,0,0,0
16186,1239270,4,0,4 user reviews,1,3,4
16187,1037820,13,5,Mixed,7,6,13
16188,1298740,0,0,No user reviews,0,0,0
16189,1309870,0,0,No user reviews,0,0,0
16190,677260,0,0,No user reviews,0,0,0
16191,1283590,0,0,No user reviews,0,0,0
16192,1290820,0,0,No user reviews,0,0,0
16193,1313880,0,0,No user reviews,0,0,0
16194,1291720,1,0,1 user reviews,1,0,1
16195,1290070,1,8,Very Positive,67,10,77
16196,1171950,1,0,1 user reviews,0,1,1
16197,1314870,1,7,Positive,9,2,11
16198,1274540,0,0,No user reviews,0,0,0
16199,1277390,3,0,3 user reviews,1,2,3
16200,1291610,3,0,3 user reviews,3,0,3
16201,488430,0,0,No user reviews,0,0,0
16202,1302700,1,0,1 user reviews,0,1,1
16203,1102680,12,5,Mixed,7,5,12
16204,1063950,0,0,No user reviews,0,0,0
16205,1303170,2,0,2 user reviews,1,1,2
16206,1301380,1,0,1 user reviews,1,0,1
16207,1310950,0,0,No user reviews,0,0,0
16208,1257310,1,5,Mixed,6,8,14
16209,1286030,0,0,No user reviews,0,0,0
16210,1315630,2,0,2 user reviews,1,1,2
16211,1309700,6,0,6 user reviews,2,4,6
16212,477900,20,8,Very Positive,42,9,51
16213,1260370,1,0,2 user reviews,2,0,2
16214,1020780,0,0,No user reviews,0,0,0
16215,1217860,1,0,9 user reviews,5,4,9
16216,1282090,1,7,Positive,37,2,39
16217,1208760,1,7,Positive,25,1,26
16218,1141880,6,0,6 user reviews,5,1,6
16219,1314540,1,0,1 user reviews,1,0,1
16220,1200330,1,8,Very Positive,103,19,122
16221,492840,0,0,No user reviews,0,0,0
16222,1305220,2,0,2 user reviews,1,1,2
16223,1296810,0,0,No user reviews,0,0,0
16224,582890,1,8,Very Positive,85,16,101
16225,1175360,2,8,Very Positive,259,28,287
16226,1308740,20,5,Mixed,18,14,32
16227,1297390,2,5,Mixed,13,7,20
16228,1297230,19,7,Positive,17,2,19
16229,326460,6,8,Very Positive,14343,972,15315
16230,1238490,0,0,No user reviews,0,0,0
16231,1280260,4,8,Very Positive,92,19,111
16232,726360,2,5,Mixed,346,215,561
16233,1285000,1,6,Mostly Positive,21,8,29
16234,904360,1,6,Mostly Positive,136,43,179
16235,1123230,17,7,Positive,15,2,17
16236,1282770,2,0,2 user reviews,0,2,2
16237,1308140,4,0,4 user reviews,2,2,4
16238,1153540,1,7,Positive,34,7,41
16239,1310080,0,0,No user reviews,0,0,0
16240,1312070,2,0,2 user reviews,1,1,2
16241,1254870,1,8,Very Positive,49,3,52
16242,1311220,4,0,4 user reviews,2,2,4
16243,1237760,1,5,Mixed,7,6,13
16244,1087020,0,0,No user reviews,0,0,0
16245,1240040,3,0,3 user reviews,3,0,3
16246,1284480,3,0,3 user reviews,3,0,3
16247,1288380,1,0,2 user reviews,1,1,2
16248,1305490,0,0,No user reviews,0,0,0
16249,1313050,1,6,Mostly Positive,20,7,27
16250,1233460,1,0,1 user reviews,1,0,1
16251,1311310,20,6,Mostly Positive,22,8,30
16252,1238970,1,0,1 user reviews,1,0,1
16253,700240,17,6,Mostly Positive,13,4,17
16254,1078490,13,5,Mixed,8,5,13
16255,1222870,1,0,1 user reviews,1,0,1
16256,1208950,13,5,Mixed,7,6,13
16257,1250590,0,0,No user reviews,0,0,0
16258,1220520,3,0,3 user reviews,3,0,3
16259,756170,0,0,No user reviews,0,0,0
16260,1255230,0,0,No user reviews,0,0,0
16261,865980,20,6,Mostly Positive,54,19,73
16262,1003560,12,6,Mostly Positive,9,3,12
16263,1305500,0,0,No user reviews,0,0,0
16264,1208580,6,0,6 user reviews,4,2,6
16265,1140540,0,0,No user reviews,0,0,0
16266,863460,20,5,Mixed,26,26,52
16267,1245170,3,0,3 user reviews,2,1,3
16268,1226470,20,5,Mixed,29,31,60
16269,1102190,14,9,Overwhelmingly Positive,9788,290,10078
16270,866770,1,5,Mixed,5,7,12
16271,1310650,5,0,5 user reviews,4,1,5
16272,979110,20,8,Very Positive,3103,461,3564
16273,906100,6,8,Very Positive,1531,382,1913
16274,1314160,0,0,No user reviews,0,0,0
16275,1264160,20,7,Positive,32,5,37
16276,1309910,2,0,2 user reviews,2,0,2
16277,1282710,1,0,1 user reviews,1,0,1
16278,1311690,0,0,No user reviews,0,0,0
16279,1198050,2,6,Mostly Positive,61,21,82
16280,1225060,0,0,No user reviews,0,0,0
16281,1217220,4,0,4 user reviews,3,1,4
16282,1321230,1,8,Very Positive,62,6,68
16283,889150,1,0,1 user reviews,1,0,1
16284,1260620,2,7,Positive,13,3,16
16285,789770,3,0,3 user reviews,2,1,3
16286,1140100,20,5,Mixed,38,20,58
16287,1084990,2,6,Mostly Positive,60,22,82
16288,1307070,20,7,Positive,24,0,24
16289,1150950,3,8,Very Positive,517,33,550
16290,1306840,0,0,No user reviews,0,0,0
16291,1308780,2,0,2 user reviews,1,1,2
16292,1255740,10,7,Positive,9,1,10
16293,1301480,17,6,Mostly Positive,12,5,17
16294,1303210,0,0,No user reviews,0,0,0
16295,1309130,20,8,Very Positive,49,1,50
16296,1312540,0,0,No user reviews,0,0,0
16297,1295250,0,0,No user reviews,0,0,0
16298,1293190,0,0,No user reviews,0,0,0
16299,1272450,1,6,Mostly Positive,9,3,12
16300,1278100,0,0,No user reviews,0,0,0
16301,1295760,10,7,Positive,9,1,10
16302,733210,3,8,Very Positive,394,50,444
16303,674500,8,8,Very Positive,1940,427,2367
16304,1309500,2,0,2 user reviews,1,1,2
16305,1261980,1,0,7 user reviews,7,0,7
16306,1313470,1,0,7 user reviews,5,2,7
16307,1136020,1,7,Positive,24,4,28
16308,1290720,7,0,7 user reviews,6,1,7
16309,1305370,2,0,2 user reviews,1,1,2
16310,1290620,3,0,3 user reviews,2,1,3
16311,1299840,15,7,Positive,12,3,15
16312,1291530,0,0,No user reviews,0,0,0
16313,1139100,2,0,2 user reviews,2,0,2
16314,780270,10,7,Positive,10,0,10
16315,1194490,0,0,No user reviews,0,0,0
16316,1194930,2,5,Mixed,326,176,502
16317,675270,9,0,9 user reviews,8,1,9
16318,1214540,1,0,1 user reviews,1,0,1
16319,1264770,1,7,Positive,13,0,13
16320,1252920,1,0,1 user reviews,0,1,1
16321,1307850,11,7,Positive,11,0,11
16322,1223500,3,8,Very Positive,603,47,650
16323,431240,20,8,Very Positive,25669,2723,28392
16324,1287280,0,0,No user reviews,0,0,0
16325,1264010,4,0,4 user reviews,4,0,4
16326,360430,19,5,Mixed,6436,4407,10843
16327,1030830,20,6,Mostly Positive,2757,1064,3821
16328,1041920,4,9,Overwhelmingly Positive,560,29,589
16329,1150730,1,8,Very Positive,64,11,75
16330,1311740,20,7,Positive,26,4,30
16331,1308840,0,0,No user reviews,0,0,0
16332,1295440,1,0,1 user reviews,0,1,1
16333,1306260,20,7,Positive,23,2,25
16334,1304580,0,0,No user reviews,0,0,0
16335,571630,20,5,Mixed,13,9,22
16336,1287180,1,0,1 user reviews,1,0,1
16337,1284410,0,0,No user reviews,0,0,0
16338,1297000,0,0,No user reviews,0,0,0
16339,1190400,2,8,Very Positive,253,50,303
16340,1306580,0,0,No user reviews,0,0,0
16341,1192160,1,0,1 user reviews,1,0,1
16342,1308240,10,7,Positive,8,2,10
16343,1098170,1,8,Very Positive,162,37,199
16344,1286370,20,7,Positive,19,3,22
16345,1301470,12,7,Positive,11,1,12
16346,1302510,2,0,2 user reviews,1,1,2
16347,1258710,1,8,Very Positive,171,15,186
16348,1166730,1,7,Positive,13,3,16
16349,1285390,4,0,4 user reviews,3,1,4
16350,1201940,0,0,No user reviews,0,0,0
16351,1289490,20,5,Mixed,12,8,20
16352,1263160,1,8,Very Positive,167,11,178
16353,1298510,2,0,2 user reviews,2,0,2
16354,980770,3,0,3 user reviews,2,1,3
16355,1176990,6,0,6 user reviews,6,0,6
16356,1173330,0,0,No user reviews,0,0,0
16357,1306160,1,0,1 user reviews,0,1,1
16358,1306210,1,0,1 user reviews,0,1,1
16359,1290920,4,0,4 user reviews,4,0,4
16360,804270,0,0,No user reviews,0,0,0
16361,1252020,0,0,No user reviews,0,0,0
16362,1252030,0,0,No user reviews,0,0,0
16363,1289640,1,9,Overwhelmingly Positive,783,34,817
16364,1288550,1,0,1 user reviews,1,0,1
16365,1267960,0,0,No user reviews,0,0,0
16366,1308450,0,0,No user reviews,0,0,0
16367,1278090,6,0,6 user reviews,5,1,6
16368,1308470,0,0,No user reviews,0,0,0
16369,1277090,5,0,5 user reviews,4,1,5
16370,1267670,2,0,2 user reviews,1,1,2
16371,1232510,0,0,No user reviews,0,0,0
16372,1325030,2,0,2 user reviews,0,2,2
16373,1274310,0,0,No user reviews,0,0,0
16374,1205540,9,0,9 user reviews,9,0,9
16375,1276430,7,0,7 user reviews,5,2,7
16376,1291060,1,7,Positive,10,0,10
16377,1297480,0,0,No user reviews,0,0,0
16378,1299900,0,0,No user reviews,0,0,0
16379,1285870,13,7,Positive,13,0,13
16380,1284150,9,0,9 user reviews,9,0,9
16381,1306020,1,0,1 user reviews,1,0,1
16382,1282040,1,0,1 user reviews,1,0,1
16383,1280180,0,0,No user reviews,0,0,0
16384,1225810,0,0,No user reviews,0,0,0
16385,1101060,0,0,No user reviews,0,0,0
16386,1291090,3,0,3 user reviews,3,0,3
16387,764230,1,8,Very Positive,80,6,86
16388,1274490,2,6,Mostly Positive,253,87,340
16389,1321590,4,0,4 user reviews,4,0,4
16390,1266440,0,0,No user reviews,0,0,0
16391,1271500,1,0,1 user reviews,0,1,1
16392,1293650,0,0,No user reviews,0,0,0
16393,1160580,12,5,Mixed,7,5,12
16394,1113360,1,0,1 user reviews,1,0,1
16395,878770,5,0,5 user reviews,4,1,5
16396,1291100,3,0,3 user reviews,2,1,3
16397,1209720,1,5,Mixed,6,4,10
16398,1304170,5,0,5 user reviews,5,0,5
16399,1241860,1,0,1 user reviews,1,0,1
16400,838410,2,7,Positive,37,4,41
16401,1318800,20,8,Very Positive,61,2,63
16402,1190160,2,8,Very Positive,110,9,119
16403,1292960,4,0,4 user reviews,3,1,4
16404,1304100,5,0,5 user reviews,0,5,5
16405,1251410,20,5,Mixed,12,8,20
16406,1281350,5,0,5 user reviews,5,0,5
16407,1284430,5,0,5 user reviews,4,1,5
16408,1224490,4,0,4 user reviews,4,0,4
16409,1180970,10,7,Positive,9,1,10
16410,1254070,4,0,4 user reviews,4,0,4
16411,1129920,4,8,Very Positive,348,2,350
16412,1265140,5,0,5 user reviews,5,0,5
16413,1286010,20,8,Very Positive,83,3,86
16414,1297160,3,9,Overwhelmingly Positive,875,19,894
16415,1283720,1,0,1 user reviews,0,1,1
16416,1290510,0,0,No user reviews,0,0,0
16417,1286560,1,0,1 user reviews,1,0,1
16418,1301370,6,0,6 user reviews,6,0,6
16419,1296200,2,0,2 user reviews,1,1,2
16420,1070690,1,5,Mixed,52,24,76
16421,1153470,4,0,4 user reviews,3,1,4
16422,1093870,0,0,No user reviews,0,0,0
16423,1298220,0,0,No user reviews,0,0,0
16424,682450,1,8,Very Positive,134,20,154
16425,1259000,0,0,No user reviews,0,0,0
16426,1284390,9,0,9 user reviews,5,4,9
16427,1304290,9,0,9 user reviews,9,0,9
16428,1293920,9,0,9 user reviews,8,1,9
16429,1203970,20,7,Positive,24,1,25
16430,979640,3,8,Very Positive,868,173,1041
16431,1252040,0,0,No user reviews,0,0,0
16432,1252050,0,0,No user reviews,0,0,0
16433,1286470,4,0,4 user reviews,3,1,4
16434,1298320,3,0,3 user reviews,3,0,3
16435,1239660,20,5,Mixed,30,13,43
16436,1170500,1,0,1 user reviews,0,1,1
16437,1039590,0,0,No user reviews,0,0,0
16438,1292550,2,0,2 user reviews,2,0,2
16439,1287860,15,7,Positive,15,0,15
16440,1163070,20,8,Very Positive,44,6,50
16441,1256220,0,0,No user reviews,0,0,0
16442,1286210,9,0,9 user reviews,8,1,9
16443,1243670,3,8,Very Positive,231,16,247
16444,1237820,5,0,5 user reviews,1,4,5
16445,1276710,0,0,No user reviews,0,0,0
16446,1301560,0,0,No user reviews,0,0,0
16447,1258340,20,8,Very Positive,78,6,84
16448,1169460,0,0,No user reviews,0,0,0
16449,1270930,2,8,Very Positive,94,10,104
16450,1222200,0,0,No user reviews,0,0,0
16451,383840,1,8,Very Positive,871,189,1060
16452,1160670,4,0,4 user reviews,4,0,4
16453,1058690,1,8,Very Positive,89,11,100
16454,1277310,0,0,No user reviews,0,0,0
16455,1113770,15,7,Positive,14,1,15
16456,1248590,9,0,9 user reviews,3,6,9
16457,1028840,6,0,6 user reviews,4,2,6
16458,1091580,7,0,7 user reviews,2,5,7
16459,1232420,0,0,No user reviews,0,0,0
16460,1304640,1,7,Positive,26,3,29
16461,1142730,0,0,No user reviews,0,0,0
16462,1304360,1,0,1 user reviews,1,0,1
16463,1011420,20,5,Mixed,19,12,31
16464,1301310,0,0,No user reviews,0,0,0
16465,1307640,0,0,No user reviews,0,0,0
16466,1277950,20,7,Positive,17,4,21
16467,1283250,0,0,No user reviews,0,0,0
16468,1100990,3,8,Very Positive,931,74,1005
16469,1271820,1,0,1 user reviews,1,0,1
16470,1305760,19,7,Positive,17,2,19
16471,1286150,1,0,1 user reviews,1,0,1
16472,1286810,0,0,No user reviews,0,0,0
16473,1237260,1,7,Positive,13,2,15
16474,1239400,1,0,1 user reviews,1,0,1
16475,1304800,2,0,2 user reviews,1,1,2
16476,1264550,0,0,No user reviews,0,0,0
16477,1271760,2,0,2 user reviews,2,0,2
16478,1295570,0,0,No user reviews,0,0,0
16479,1291020,4,0,4 user reviews,4,0,4
16480,988910,2,8,Very Positive,1209,103,1312
16481,1281600,8,0,8 user reviews,4,4,8
16482,1284460,0,0,No user reviews,0,0,0
16483,1292250,9,0,9 user reviews,8,1,9
16484,1303350,1,0,1 user reviews,1,0,1
16485,548430,20,9,Overwhelmingly Positive,90673,1935,92608
16486,1252580,0,0,No user reviews,0,0,0
16487,1273510,0,0,No user reviews,0,0,0
16488,1297190,0,0,No user reviews,0,0,0
16489,1291470,0,0,No user reviews,0,0,0
16490,1296180,1,0,1 user reviews,0,1,1
16491,1300360,0,0,No user reviews,0,0,0
16492,1304220,4,0,4 user reviews,4,0,4
16493,1307480,16,4,Mostly Negative,5,11,16
16494,1198810,6,0,6 user reviews,5,1,6
16495,1210250,7,0,7 user reviews,7,0,7
16496,1283240,0,0,No user reviews,0,0,0
16497,1292920,4,0,4 user reviews,3,1,4
16498,1296650,1,0,4 user reviews,3,1,4
16499,1277520,0,0,No user reviews,0,0,0
16500,346970,20,8,Very Positive,201,43,244
16501,1234400,0,0,No user reviews,0,0,0
16502,1299600,16,6,Mostly Positive,12,4,16
16503,1302470,0,0,No user reviews,0,0,0
16504,913060,2,8,Very Positive,398,21,419
16505,1019310,2,8,Very Positive,382,77,459
16506,657510,20,7,Positive,34,2,36
16507,1297720,0,0,No user reviews,0,0,0
16508,1310690,12,7,Positive,12,0,12
16509,1285820,0,0,No user reviews,0,0,0
16510,1300890,1,0,1 user reviews,0,1,1
16511,1255420,0,0,No user reviews,0,0,0
16512,1254860,11,7,Positive,9,2,11
16513,1275250,6,0,6 user reviews,4,2,6
16514,1204550,0,0,No user reviews,0,0,0
16515,1302430,19,5,Mixed,9,10,19
16516,1294630,0,0,No user reviews,0,0,0
16517,1148570,0,0,No user reviews,0,0,0
16518,1291330,20,7,Positive,39,8,47
16519,1286860,0,0,No user reviews,0,0,0
16520,1287750,17,5,Mixed,11,6,17
16521,1289240,1,0,1 user reviews,1,0,1
16522,1283060,0,0,No user reviews,0,0,0
16523,1299750,10,6,Mostly Positive,7,3,10
16524,1300580,1,0,1 user reviews,0,1,1
16525,1284110,19,7,Positive,19,0,19
16526,1190990,1,0,8 user reviews,8,0,8
16527,1289310,20,8,Very Positive,149,2,151
16528,1299150,0,0,No user reviews,0,0,0
16529,1295030,1,0,1 user reviews,1,0,1
16530,1276820,0,0,No user reviews,0,0,0
16531,1303260,7,0,7 user reviews,5,2,7
16532,1117500,0,0,No user reviews,0,0,0
16533,1291600,0,0,No user reviews,0,0,0
16534,1303280,11,6,Mostly Positive,8,3,11
16535,1304300,1,0,1 user reviews,1,0,1
16536,1171230,0,0,No user reviews,0,0,0
16537,1261970,20,7,Positive,24,1,25
16538,1166310,0,0,No user reviews,0,0,0
